CODA Motion Analysis: gait-cross-validation-input.mdf [testsubject_50hz_10hz_50hz.stp]
Graph data: "L.Knee Rotation"
Time	Marker Position								Force Analogue Channel	Segment EVB.x 			Segment Rotation		
Time	L.Toe.V	L.Toe.X	L.Toe.Y	L.Toe.Z	L.Heel.V	L.Heel.X	L.Heel.Y	L.Heel.Z	Analogue1.4	Pelvis.X	Pelvis.Y	Pelvis.Z	L.Knee.X	L.Knee.Y	L.Knee.Z
(s)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	( )	( )	( )	( )	(deg)	(deg)	(deg)
2.93000	1	-287.60	193.69	26.97	1	-452.49	131.62	150.99	-0.09	0.994437	0.105075	-0.007436	-12.060	51.609	14.871
2.93500	1	-270.12	193.90	26.02	1	-437.86	132.14	145.38	0.00	0.994456	0.104853	-0.007982	-11.809	50.578	14.964
2.94000	1	-252.54	193.98	25.29	1	-423.13	132.64	139.90	0.00	0.994523	0.104193	-0.008269	-11.501	49.506	15.006
2.94500	1	-234.96	193.94	24.83	1	-408.30	133.17	134.56	-0.09	0.994579	0.103641	-0.008399	-11.188	48.434	15.032
2.95000	1	-217.35	193.74	24.45	1	-393.44	133.74	129.28	-0.09	0.994622	0.103217	-0.008589	-10.873	47.311	15.027
2.95500	1	-199.61	193.45	24.28	1	-378.46	134.30	123.88	-0.18	0.994700	0.102439	-0.008808	-10.528	46.137	14.980
2.96000	1	-182.01	193.04	24.30	1	-363.35	134.91	118.39	-0.09	0.994802	0.101426	-0.009077	-10.187	44.967	14.905
2.96500	1	-164.48	192.56	24.37	1	-348.24	135.49	113.18	-0.09	0.994864	0.100772	-0.009566	-9.874	43.773	14.828
2.97000	1	-147.02	192.03	24.55	1	-333.15	136.06	108.03	0.00	0.994893	0.100397	-0.010403	-9.585	42.538	14.724
2.97500	1	-129.75	191.39	25.09	1	-317.91	136.64	103.06	-0.09	0.994956	0.099687	-0.011191	-9.288	41.282	14.597
2.98000	1	-112.73	190.65	25.65	1	-302.49	137.25	98.24	-0.09	0.995071	0.098439	-0.011954	-8.997	39.997	14.498
2.98500	1	-95.74	189.88	26.41	1	-287.10	137.83	93.70	-0.09	0.995181	0.097232	-0.012705	-8.695	38.667	14.365
2.99000	1	-79.05	189.01	27.45	1	-271.67	138.41	89.15	-0.09	0.995263	0.096275	-0.013480	-8.417	37.325	14.254
2.99500	1	-62.71	188.06	28.85	1	-256.11	138.94	84.66	-0.09	0.995360	0.095167	-0.014205	-8.141	35.955	14.151
3.00000	1	-46.27	187.03	30.60	1	-240.53	139.48	80.21	0.00	0.995498	0.093600	-0.014949	-7.861	34.576	14.040
3.00500	1	-29.74	185.93	32.78	1	-225.25	139.97	75.89	0.00	0.995601	0.092340	-0.015873	-7.595	33.207	13.957
3.01000	1	-13.25	184.85	35.35	1	-210.09	140.38	71.61	0.00	0.995711	0.090979	-0.016818	-7.364	31.864	13.877
3.01500	1	3.30	183.78	38.09	1	-195.01	140.76	67.57	0.00	0.995821	0.089576	-0.017790	-7.132	30.514	13.783
3.02000	1	19.89	182.69	40.81	1	-180.13	141.12	63.91	-0.09	0.995974	0.087680	-0.018682	-6.902	29.194	13.740
3.02500	1	36.06	181.58	43.73	1	-165.48	141.47	60.38	-0.09	0.996082	0.086250	-0.019549	-6.663	27.894	13.661
3.03000	1	51.86	180.44	46.62	1	-150.94	141.69	57.22	-0.09	0.996194	0.084741	-0.020412	-6.450	26.615	13.623
3.03500	1	67.33	179.33	49.48	1	-136.62	141.82	54.51	-0.09	0.996299	0.083292	-0.021240	-6.255	25.352	13.587
3.04000	1	82.48	178.27	52.30	1	-122.54	141.79	52.10	-0.09	0.996408	0.081773	-0.022002	-6.064	24.120	13.564
3.04500	1	97.15	177.29	55.30	1	-108.79	141.70	49.90	-0.09	0.996503	0.080420	-0.022683	-5.874	22.908	13.553
3.05000	1	111.35	176.35	58.61	1	-95.32	141.54	48.01	-0.09	0.996606	0.078911	-0.023453	-5.684	21.726	13.566
3.05500	1	125.09	175.46	62.14	1	-82.09	141.24	46.46	-0.09	0.996707	0.077383	-0.024224	-5.495	20.568	13.620
3.06000	1	138.31	174.68	65.80	1	-69.18	140.86	45.28	-0.09	0.996781	0.076149	-0.025094	-5.298	19.420	13.659
3.06500	1	151.05	173.97	69.66	1	-56.55	140.37	44.34	0.00	0.996871	0.074726	-0.025778	-5.090	18.315	13.700
3.07000	1	163.40	173.30	73.45	1	-44.03	139.78	43.84	-0.09	0.996945	0.073463	-0.026535	-4.884	17.234	13.750
3.07500	1	175.58	172.64	77.01	1	-31.66	139.09	43.80	-0.09	0.997040	0.071949	-0.027112	-4.679	16.184	13.826
3.08000	1	187.26	172.04	80.70	1	-19.46	138.31	43.80	-0.09	0.997137	0.070411	-0.027565	-4.463	15.165	13.896
3.08500	1	198.63	171.45	84.35	1	-7.21	137.46	43.99	-0.09	0.997238	0.068800	-0.027967	-4.241	14.175	13.966
3.09000	1	209.80	170.83	87.82	1	4.89	136.55	44.33	-0.09	0.997318	0.067443	-0.028426	-4.029	13.201	14.034
3.09500	1	220.64	170.30	91.23	1	16.88	135.58	44.55	-0.09	0.997404	0.066055	-0.028664	-3.812	12.271	14.093
3.10000	1	230.96	169.80	94.58	1	28.63	134.51	44.66	0.00	0.997474	0.064828	-0.029027	-3.601	11.355	14.180
3.10500	1	241.10	169.35	97.68	1	40.05	133.39	44.79	0.00	0.997532	0.063769	-0.029401	-3.400	10.490	14.270
3.11000	1	250.89	168.90	100.47	1	51.14	132.32	44.56	0.00	0.997599	0.062676	-0.029442	-3.207	9.659	14.335
3.11500	1	260.40	168.37	103.21	1	62.01	131.28	44.06	0.00	0.997682	0.061245	-0.029645	-3.015	8.882	14.418
3.12000	1	269.60	167.85	105.94	1	72.63	130.21	43.60	0.00	0.997737	0.060063	-0.030218	-2.833	8.141	14.535
3.12500	1	278.46	167.33	108.21	1	82.91	129.11	43.15	-0.09	0.997779	0.059201	-0.030519	-2.662	7.448	14.606
3.13000	1	286.92	166.76	110.25	1	92.82	128.05	42.52	0.00	0.997844	0.058043	-0.030623	-2.503	6.769	14.693
3.13500	1	295.04	166.24	112.35	1	102.25	127.07	42.02	0.00	0.997890	0.057036	-0.031039	-2.355	6.161	14.743
3.14000	1	302.76	165.74	114.24	1	111.20	126.19	41.48	0.00	0.997937	0.056081	-0.031265	-2.215	5.607	14.801
3.14500	1	310.22	165.22	115.79	1	119.37	125.40	40.83	0.00	0.997991	0.055039	-0.031367	-2.096	5.121	14.859
3.15000	1	317.44	164.64	117.28	1	127.12	124.65	40.21	-0.09	0.998041	0.053839	-0.031855	-1.995	4.694	14.914
3.15500	1	324.28	164.06	118.55	1	134.47	123.93	39.75	0.00	0.998090	0.052550	-0.032465	-1.910	4.361	14.963
3.16000	1	330.84	163.45	119.49	1	141.34	123.29	39.23	-0.09	0.998161	0.050893	-0.032936	-1.839	4.075	14.989
3.16500	1	337.01	162.80	120.17	1	147.74	122.70	38.68	-0.09	0.998226	0.049321	-0.033354	-1.797	3.851	15.003
3.17000	1	342.74	162.15	120.29	1	153.86	122.14	38.19	0.00	0.998306	0.047505	-0.033586	-1.776	3.699	15.042
3.17500	1	348.02	161.49	120.20	1	159.32	121.72	37.74	0.00	0.998387	0.045662	-0.033756	-1.774	3.638	15.058
3.18000	1	353.01	160.85	120.06	1	164.31	121.40	37.32	0.00	0.998460	0.043944	-0.033853	-1.799	3.635	15.050
3.18500	1	357.63	160.17	119.57	1	168.88	121.13	36.86	0.00	0.998510	0.042655	-0.034032	-1.856	3.712	15.040
3.19000	1	362.02	159.55	118.62	1	172.99	120.89	36.46	-0.09	0.998560	0.041375	-0.034138	-1.935	3.849	15.031
3.19500	1	366.08	158.95	117.58	1	176.67	120.70	35.85	0.00	0.998623	0.039746	-0.034250	-2.024	4.045	15.054
3.20000	1	369.84	158.30	116.00	1	180.18	120.62	35.04	-0.09	0.998683	0.038078	-0.034387	-2.133	4.291	15.093
3.20500	1	373.27	157.72	114.00	1	183.30	120.63	34.07	0.00	0.998737	0.036424	-0.034623	-2.243	4.570	15.102
3.21000	1	376.42	157.17	111.61	1	185.94	120.67	33.03	0.00	0.998814	0.034267	-0.034602	-2.337	4.879	15.117
3.21500	1	379.29	156.63	108.78	1	188.05	120.69	32.25	0.03	0.998896	0.032000	-0.034392	-2.416	5.220	15.117
3.22000	1	381.85	156.14	105.66	1	189.71	120.72	31.74	-1.17	0.998946	0.030245	-0.034513	-2.507	5.579	15.105
3.22500	1	384.36	155.69	102.12	1	190.95	120.73	31.27	-3.45	0.999003	0.028305	-0.034515	-2.597	5.923	15.044
3.23000	1	386.93	155.28	98.14	1	192.08	120.78	30.98	-5.25	0.999068	0.026373	-0.034174	-2.682	6.240	15.005
3.23500	1	389.54	154.98	93.81	1	193.31	120.82	30.94	-10.02	0.999129	0.024490	-0.033779	-2.753	6.517	14.949
3.24000	1	392.05	154.66	89.29	1	194.60	120.81	31.11	-14.55	0.999192	0.022400	-0.033355	-2.798	6.748	14.878
3.24500	1	394.66	154.30	84.74	1	195.86	120.76	31.38	-16.68	0.999270	0.020035	-0.032532	-2.833	6.956	14.823
3.25000	1	397.26	153.97	80.27	1	197.20	120.72	31.80	-17.67	0.999334	0.017847	-0.031825	-2.860	7.151	14.753
3.25500	1	399.57	153.72	75.85	1	198.34	120.65	32.26	-18.03	0.999391	0.015823	-0.031102	-2.891	7.382	14.688
3.26000	1	401.49	153.49	71.69	1	199.45	120.60	32.76	-18.42	0.999440	0.014235	-0.030279	-2.945	7.674	14.622
3.26500	1	403.09	153.32	67.92	1	200.55	120.54	32.87	-19.65	0.999464	0.013385	-0.029871	-3.021	8.061	14.576
3.27000	1	404.40	153.16	64.17	1	201.61	120.49	32.91	-21.57	0.999480	0.012808	-0.029600	-3.100	8.519	14.559
3.27500	1	405.47	153.02	60.58	1	202.60	120.46	32.95	-23.70	0.999494	0.012452	-0.029284	-3.172	9.055	14.493
3.28000	1	406.44	152.92	57.21	1	203.62	120.34	33.00	-25.62	0.999506	0.012167	-0.028978	-3.248	9.632	14.439
3.28500	1	407.44	152.82	53.87	1	204.44	120.23	33.04	-27.18	0.999507	0.012096	-0.028980	-3.317	10.248	14.349
3.29000	1	408.54	152.77	50.69	1	205.14	120.14	33.35	-29.01	0.999510	0.012124	-0.028856	-3.373	10.880	14.250
3.29500	1	409.55	152.70	47.73	1	205.86	120.05	33.54	-30.84	0.999518	0.012661	-0.028358	-3.422	11.492	14.129
3.30000	1	410.50	152.64	44.92	1	206.58	119.92	33.81	-33.00	0.999524	0.013751	-0.027600	-3.474	12.058	13.941
3.30500	1	411.36	152.62	42.22	1	207.25	119.72	34.20	-35.40	0.999520	0.015395	-0.026871	-3.510	12.590	13.694
